Title,Director,Budget (INR Crores),Duration (mins),Genre
An Unfinished Life,Lasse HallstrÃ¶m,249.0,108,Drama
Boogeyman,Stephen Kay,166.0,89,Drama
Me and You and Everyone We Know,Miranda July,6.64,91,Comedy
Transamerica,Duncan Tucker,8.3,103,Adventure
The Lost City,Andy Garcia,79.68,144,Drama
The Upside of Anger,Mike Binder,99.6,118,Comedy
The Chumscrubber,Arie Posin,56.44,108,Comedy
The Man,Les Mayfield,273.9,83,Action
Valiant,Gary Chapman,290.5,76,Animation
Prime,Ben Younger,182.6,105,Comedy
Manderlay,Lars von Trier,117.86,139,Drama
Junebug,Phil Morrison,8.3,106,Comedy
Dominion,Paul Schrader,249.0,117,Drama
Dreamer,John Gatins,265.6,106,Drama
Factotum,Bent Hamer,8.3,94,Comedy
Everything Is Illuminated,Liev Schreiber,58.1,106,Comedy
Thumbsucker,Mike Mills,33.2,96,Comedy
Rebound,Steve Carr,274.73,86,Comedy
The Departed,Martin Scorsese,747.0,151,Crime
The Fast and the Furious: Tokyo Drift,Justin Lin,705.5,104,Action
Talladega Nights: the Ballad of Ricky Bobby,Adam McKay,601.75,108,Comedy
The Prestige,Christopher Nolan,332.0,130,Drama
Cars,John Lasseter,996.0,117,Animation
300,Zack Snyder,539.5,117,Action
The Devil Wears Prada,David Frankel,290.5,109,Comedy
Casino Royale,Martin Campbell,1245.0,144,Action
Pan's Labyrinth,Guillermo del Toro,157.7,118,Drama
Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,1867.5,151,Action
Apocalypto,Mel Gibson,332.0,139,Action
She's the Man,Andy Fickman,166.0,105,Comedy
Little Children,Todd Field,215.8,137,Drama
Children of Men,Alfonso CuarÃ³n,630.8,109,Adventure
The Da Vinci Code,Ron Howard,1037.5,149,Mystery
The Pursuit of Happyness,Gabriele Muccino,456.5,117,Biography
Little Miss Sunshine,Jonathan Dayton,66.4,101,Comedy
The Last King of Scotland,Kevin Macdonald,49.8,123,Biography
Blood Diamond,Edward Zwick,830.0,143,Adventure
The Lives of Others,Florian Henckel von Donnersmarck,16.6,137,Drama
Night at the Museum,Shawn Levy,913.0,108,Adventure
Mission: Impossible III,J.J. Abrams,1245.0,126,Action
Marie Antoinette,Sofia Coppola,332.0,123,Biography
Inside Man,Spike Lee,373.5,129,Crime
Running Scared,Wayne Kramer,124.5,122,Action
Accepted,Steve Pink,190.9,93,Comedy
Superman Returns,Bryan Singer,2241.0,154,Action
Slither,James Gunn,124.5,95,Comedy
Nacho Libre,Jared Hess,290.5,92,Comedy
The Covenant,Renny Harlin,166.0,97,Action
The Hills Have Eyes,Alexandre Aja,124.5,107,Horror
The Fountain,Darren Aronofsky,290.5,97,Drama
X-Men: the Last Stand,Brett Ratner,1743.0,104,Action
Underworld: Evolution,Len Wiseman,415.0,106,Action
Click,Frank Coraci,684.75,107,Comedy
The Holiday,Nancy Meyers,705.5,136,Comedy
Silent Hill,Christophe Gans,415.0,125,Horror
Basic Instinct 2,Michael Caton-Jones,581.0,114,Drama
The Black Dahlia,Brian De Palma,415.0,121,Crime
Perfume: The Story of a Murderer,Tom Tykwer,498.0,147,Crime
Lucky Number Slevin,Paul McGuigan,224.1,110,Crime
Smokin' Aces,Joe Carnahan,141.1,108,Action
Deja Vu,Tony Scott,622.5,126,Action
RV,Barry Sonnenfeld,415.0,99,Adventure
Tenacious D in the Pick of Destiny,Liam Lynch,166.0,93,Adventure
Black Book,Paul Verhoeven,174.3,145,Drama
Step Up,Anne Fletcher,99.6,104,Crime
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,149.4,84,Comedy
Snakes on a Plane,David R. Ellis,273.9,105,Action
Lady in the Water,M. Night Shyamalan,581.0,110,Drama
Crank,Mark Neveldine,99.6,88,Action
The Illusionist,Neil Burger,136.95,110,Drama
Over the Hedge,Tim Johnson,664.0,83,Animation
Final Destination 3,James Wong,207.5,93,Horror
Stranger Than Fiction,Marc Forster,249.0,113,Comedy
Aquamarine,Elizabeth Allen Rosenbaum,99.6,110,Comedy
Scary Movie 4,David Zucker,373.5,83,Comedy
The Fall,Tarsem Singh,249.0,117,Adventure
John Tucker Must Die,Betty Thomas,149.4,89,Comedy
The Good Shepherd,Robert De Niro,913.0,167,Drama
Rocky Balboa,Sylvester Stallone,199.2,102,Action
Eragon,Stefen Fangmeier,830.0,104,Action
Dreamgirls,Bill Condon,581.0,130,Drama
Babel,Alejandro G. IÃ±Ã¡rritu,207.5,143,Drama
A Good Year,Ridley Scott,290.5,117,Comedy
Miami Vice,Michael Mann,1120.5,132,Action
Saw III,Darren Lynn Bousman,83.0,108,Crime
Happy Feet,George Miller,830.0,108,Animation
The Texas Chainsaw Massacre: the Beginning,Jonathan Liebesman,132.8,91,Horror
Black Snake Moan,Craig Brewer,124.5,116,Drama
Monster House,Gil Kenan,622.5,91,Animation
Scoop,Woody Allen,143.59,96,Comedy
World Trade Center,Oliver Stone,539.5,129,Drama
Employee of the Month,Greg Coolidge,99.6,103,Comedy
Little Man,Keenen Ivory Wayans,531.2,98,Comedy
The Benchwarmers,Dennis Dugan,273.9,85,Comedy
Poseidon,Wolfgang Petersen,1328.0,98,Action
Flushed Away,David Bowers,1236.7,85,Animation
The Guardian,Andrew Davis,581.0,139,Action
Rescue Dawn,Werner Herzog,83.0,120,Action
When a Stranger Calls,Simon West,124.5,87,Horror
A Scanner Darkly,Richard Linklater,72.21,100,Animation
DOA: Dead or Alive,Corey Yuen,174.3,87,Action
Shortbus,John Cameron Mitchell,16.6,101,Comedy
Catch and Release,Susannah Grant,207.5,124,Comedy
The Break-Up,Peyton Reed,431.6,106,Comedy
United 93,Paul Greengrass,124.5,111,Action
The Pink Panther,Shawn Levy,664.0,93,Adventure
Letters from Iwo Jima,Clint Eastwood,157.7,141,Action
Southland Tales,Richard Kelly,141.1,145,Comedy
Flags of Our Fathers,Clint Eastwood,747.0,135,Action
Failure to Launch,Tom Dey,415.0,97,Comedy
Clerks II,Kevin Smith,41.5,97,Comedy
16 Blocks,Richard Donner,431.6,102,Action
My Super Ex-Girlfriend,Ivan Reitman,249.0,96,Comedy
The Lake House,Alejandro Agresti,332.0,99,Drama
The Wicker Man,Neil LaBute,332.0,102,Horror
Open Season,Roger Allers,705.5,86,Animation
Charlotte's Web,Gary Winick,705.5,97,Adventure
The Omen,John Moore,207.5,110,Action
Penelope,Mark Palansky,124.5,104,Comedy
Ice Age: the Meltdown,Carlos Saldanha,664.0,91,Animation
Beerfest,Jay Chandrasekhar,145.25,110,Comedy
Stay Alive,William Brent Bell,58.1,85,Fantasy
Bug,William Friedkin,33.2,102,Drama
Turistas,John Stockwell,83.0,93,Horror
Notes on a Scandal,Richard Eyre,124.5,92,Crime
"Paris, je t'aime",Directors,107.9,120,Comedy
Seraphim Falls,David Von Ancken,149.4,115,Action
Invincible,Ericson Core,332.0,105,Biography
Firewall,Richard Loncraine,415.0,105,Action
Hatchet,Adam Green,12.45,93,Comedy
We Are Marshall,McG,539.5,131,Drama
Just My Luck,Donald Petrie,232.4,103,Comedy
Madea's Family Reunion,Tyler Perry,49.8,107,Comedy
The Marine,John Bonito,166.0,92,Action
The Painted Veil,John Curran,161.02,125,Drama
Ultraviolet,Kurt Wimmer,249.0,88,Action
Factory Girl,George Hickenlooper,58.1,90,Biography
Akeelah and the Bee,Doug Atchison,66.4,112,Drama
Barnyard,Steve Oedekerk,423.3,90,Animation
Arthur and the Invisibles,Luc Besson,713.8,94,Animation
Zoom,Peter Hewitt,290.5,83,Action
Eight Below,Frank Marshall,332.0,120,Adventure
Curse of the Golden Flower,Yimou Zhang,373.5,114,Action
Date Movie,Aaron Seltzer,166.0,83,Comedy
Flyboys,Tony Bill,498.0,140,Action
Find Me Guilty,Sidney Lumet,107.9,125,Biography
"You, Me and Dupree",Anthony Russo,448.2,110,Comedy
Curious George,Matthew O'Callaghan,415.0,87,Animation
Flicka,Michael Mayer,124.5,95,Adventure
Black Christmas,Glen Morgan,74.7,95,Horror
Wristcutters: A Love Story,Goran Dukic,8.3,88,Comedy
See No Evil,Gregory Dark,66.4,84,Action
Last Holiday,Wayne Wang,373.5,112,Comedy
Friends with Money,Nicole Holofcener,53.95,88,Comedy
All the King's Men,Steven Zaillian,456.5,128,Drama
Hollywoodland,Allen Coulter,232.4,126,Biography
ATL,Chris Robinson,166.0,105,Comedy
Bobby,Emilio Estevez,116.2,117,Biography
Half Nelson,Ryan Fleck,5.81,106,Drama
The Wild,Steve 'Spaz' Williams,664.0,82,Animation
Infamous,Douglas McGrath,107.9,110,Biography
Take the Lead,Liz Friedlander,249.0,118,Drama
Gridiron Gang,Phil Joanou,249.0,125,Biography
The Ant Bully,John A. Davis,415.0,88,Animation
Fur: an Imaginary Portrait of Diane Arbus,Steven Shainberg,139.44,122,Biography
Peaceful Warrior,Victor Salva,83.0,120,Drama
The Santa Clause 3: The Escape Clause,Michael Lembeck,99.6,92,Adventure
Miss Potter,Chris Noonan,249.0,88,Biography
Big Momma's House 2,John Whitesell,332.0,99,Comedy
Pulse,Jim Sonzero,170.15,90,Horror
The Last Kiss,Tony Goldwyn,166.0,104,Comedy
The Astronaut Farmer,Michael Polish,107.9,104,Adventure
Mini's First Time,Nick Guthe,49.8,91,Comedy
Lonely Hearts,Todd Robinson,149.4,108,Biography
Everyone's Hero,Colin Brady,290.5,87,Animation
Loving Annabelle,Katherine Brooks,8.3,77,Drama
Old Joy,Kelly Reichardt,2.49,76,Drama
The Grudge 2,Takashi Shimizu,166.0,102,Horror
For Your Consideration,Christopher Guest,99.6,86,Comedy
The Sentinel,Clark Johnson,498.0,108,Action
Hoot,Wil Shriner,124.5,91,Adventure
Garfield: A Tail of Two Kitties,Tim Hill,498.0,82,Animation
There Will Be Blood,Paul Thomas Anderson,207.5,158,Drama
No Country for Old Men,Ethan Coen,207.5,122,Crime
Stardust,Matthew Vaughn,581.0,127,Adventure
Gone Baby Gone,Ben Affleck,157.7,114,Crime
Disturbia,D.J. Caruso,166.0,105,Crime
Zodiac,David Fincher,539.5,157,Crime
Superbad,Greg Mottola,166.0,113,Comedy
Transformers,Michael Bay,1245.0,144,Action
Harry Potter and the Order of the Phoenix,David Yates,1245.0,138,Action
Into the Wild,Sean Penn,124.5,148,Adventure
Ratatouille,Brad Bird,1245.0,111,Animation
Atonement,Joe Wright,249.0,123,Drama
Shooter,Antoine Fuqua,506.3,124,Action
American Gangster,Ridley Scott,830.0,157,Biography
Spider-Man 3,Sam Raimi,2141.4,139,Action
Live Free or Die Hard,Len Wiseman,913.0,128,Action
Pirates of the Caribbean: at World's End,Gore Verbinski,2490.0,169,Action
I Am Legend,Francis Lawrence,1245.0,101,Action
Juno,Jason Reitman,62.25,96,Comedy
28 Weeks Later,Juan Carlos Fresnadillo,124.5,100,Horror
Hitman,Xavier Gens,199.2,100,Action
Enchanted,Kevin Lima,705.5,107,Comedy
The Mist,Frank Darabont,149.4,126,Horror
Hairspray,Adam Shankman,622.5,117,Comedy
Knocked Up,Judd Apatow,249.0,129,Comedy
Sweeney Todd: the Demon Barber of Fleet Street,Tim Burton,415.0,116,Drama
Grindhouse,Directors,556.1,191,Action
Ghost Rider,Mark Steven Johnson,913.0,110,Action
The Darjeeling Limited,Wes Anderson,132.8,91,Adventure
Bridge to Terabithia,Gabor Csupo,141.1,96,Drama
The Nanny Diaries,Shari Springer Berman,166.0,105,Comedy
Funny Games,Michael Haneke,124.5,111,Crime
Halloween,Rob Zombie,124.5,109,Horror
The Bourne Ultimatum,Paul Greengrass,913.0,115,Action
Norbit,Brian Robbins,498.0,102,Comedy
Beowulf,Robert Zemeckis,1245.0,115,Animation
Next,Lee Tamahori,581.0,96,Action
3:10 to Yuma,James Mangold,456.5,122,Action
Across the Universe,Julie Taymor,373.5,133,Drama
Ocean's Thirteen,Steven Soderbergh,705.5,122,Crime
Blades of Glory,Josh Gordon,506.3,93,Comedy
Surf's Up,Ash Brannon,830.0,85,Animation
Resident Evil: Extinction,Russell Mulcahy,373.5,94,Action
30 Days of Night,David Slade,249.0,113,Action
Awake,Joby Harold,71.38,84,Crime
Dead Silence,James Wan,166.0,89,Horror
Bee Movie,Simon J. Smith,1245.0,91,Animation
The Heartbreak Kid,Bobby Farrelly,498.0,116,Comedy
Aliens vs. Predator: Requiem,Colin Strause,332.0,94,Action
Shrek the Third,Chris Miller,1328.0,93,Animation
1408,Mikael HÃ¥fstrÃ¶m,207.5,104,Fantasy
The Kingdom,Peter Berg,581.0,110,Action
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,249.0,160,Biography
Good Luck Chuck,Mark Helfrich,207.5,96,Comedy
Hostel: Part II,Eli Roth,84.66,94,Horror
Fantastic 4: Rise of the Silver Surfer,Tim Story,1079.0,92,Action
The Golden Compass,Chris Weitz,1494.0,113,Adventure
Rush Hour 3,Brett Ratner,1162.0,91,Action
Timecrimes,Nacho Vigalondo,21.58,92,Horror
Epic Movie,Jason Friedberg,166.0,86,Adventure
Meet the Robinsons,Stephen J. Anderson,1245.0,95,Animation
Michael Clayton,Tony Gilroy,207.5,119,Crime
The Bucket List,Rob Reiner,373.5,97,Adventure
"Lust, Caution",Ang Lee,124.5,157,Drama
Charlie Wilson's War,Mike Nichols,622.5,102,Biography
Paranormal Activity,Oren Peli,0.12,86,Horror
Freedom Writers,Richard LaGravenese,174.3,123,Biography
Before the Devil Knows You're Dead,Sidney Lumet,149.4,117,Crime
Alvin and the Chipmunks,Tim Hill,498.0,92,Animation
P.S. I Love You,Richard LaGravenese,249.0,126,Comedy
Walk Hard: the Dewey Cox Story,Jake Kasdan,290.5,96,Comedy
National Treasure: Book of Secrets,Jon Turteltaub,1079.0,124,Action
Lars and the Real Girl,Craig Gillespie,99.6,106,Comedy
The Game Plan,Andy Fickman,182.6,110,Comedy
Hannibal Rising,Peter Webber,415.0,121,Action
Saw IV,Darren Lynn Bousman,83.0,93,Crime
Premonition,Mennan Yapo,166.0,96,Drama
The Simpsons Movie,David Silverman,622.5,87,Animation
Death at a Funeral,Frank Oz,74.7,90,Comedy
Mr. Brooks,Bruce A. Evans,166.0,120,Crime
Vacancy,NimrÃ³d Antal,157.7,85,Horror
Mr. Bean's Holiday,Steve Bendelack,207.5,90,Comedy
Perfect Stranger,James Foley,504.6,109,Crime
The Brothers Solomon,Bob Odenkirk,83.0,93,Comedy
August Rush,Kirsten Sheridan,249.0,114,Drama
Music and Lyrics,Marc Lawrence,332.0,104,Comedy
Reservation Road,Terry George,91.3,102,Crime
I'm Not There,Todd Haynes,166.0,135,Biography
Reno 911! Miami,Robert Ben Garant,83.0,84,Comedy
The Number 23,Joel Schumacher,249.0,98,Crime
Shoot 'Em Up,Michael Davis,323.7,86,Action
Evan Almighty,Tom Shadyac,1452.5,96,Comedy
Dan in Real Life,Peter Hedges,207.5,98,Comedy
The Lookout,Scott Frank,132.8,99,Crime
The Brave One,Neil Jordan,581.0,122,Action
I Now Pronounce You Chuck & Larry,Dennis Dugan,705.5,115,Comedy
La Vie En Rose,Olivier Dahan,207.5,140,Biography
Once,John Carney,1.25,86,Drama
War,Philip G. Atwell,207.5,103,Action
The Visitor,Tom McCarthy,33.2,104,Drama
Elizabeth: The Golden Age,Shekhar Kapur,456.5,114,Biography
Waitress,Adrienne Shelly,12.45,108,Comedy
The Seeker: the Dark Is Rising,David L. Cunningham,373.5,99,Adventure
No Reservations,Scott Hicks,232.4,104,Comedy
TMNT,Kevin Munroe,282.2,103,Animation
The Hills Have Eyes 2,Martin Weisz,124.5,89,Horror
The Hitcher,Dave Meyers,83.0,84,Crime
Sydney White,Joe Nussbaum,136.95,108,Comedy
The Kite Runner,Marc Forster,166.0,128,Drama
Reign Over Me,Mike Binder,166.0,124,Drama
Bratz,Sean McNamara,166.0,110,Comedy
Daddy's Little Girls,Tyler Perry,83.0,100,Drama
Becoming Jane,Julian Jarrold,136.95,120,Biography
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,498.0,127,Action
Pathfinder,Marcus Nispel,373.5,99,Action
The Comebacks,Tom Brady,166.0,84,Comedy
We Own the Night,James Gray,174.3,117,Action
Savage Grace,Tom Kalin,38.18,97,Drama
Death Sentence,James Wan,166.0,105,Action
The Water Horse,Jay Russell,332.0,112,Adventure
Elite Squad,JosÃ© Padilha,33.2,115,Action
My Blueberry Nights,Kar-Wai Wong,83.0,95,Drama
Margot at the Wedding,Noah Baumbach,83.0,91,Comedy
The Messengers,Danny Pang,132.8,90,Drama
Tyler Perry's Why Did I Get Married?,Tyler Perry,124.5,113,Comedy
Love in the Time of Cholera,Mike Newell,373.5,139,Drama
P2,Franck Khalfoun,66.4,98,Crime
The Reaping,Stephen Hopkins,332.0,99,Horror
The Invasion,Oliver Hirschbiegel,664.0,99,Sci-Fi
Redacted,Brian De Palma,41.5,90,Crime
Who's Your Caddy?,Don Michael Paul,58.1,93,Comedy
Persepolis,Vincent Paronnaud,60.59,96,Animation
The Great Debaters,Denzel Washington,124.5,126,Biography
Georgia Rule,Garry Marshall,166.0,113,Comedy
I Know Who Killed Me,Chris Sivertson,99.6,105,Crime
Mr. Magorium's Wonder Emporium,Zach Helm,539.5,93,Comedy
Hotel for Dogs,Thor Freudenthal,290.5,100,Comedy
Fred Claus,David Dobkin,830.0,116,Comedy
Sex and Death 101,Daniel Waters,41.5,117,Comedy
Lions for Lambs,Robert Redford,290.5,92,Crime
Captivity,Roland JoffÃ©,141.1,96,Crime
Charlie Bartlett,Jon Poll,99.6,97,Comedy
The Invisible,David S. Goyer,249.0,102,Crime
The Last Legion,Doug Lefler,290.5,101,Action
Diary of the Dead,George A. Romero,16.6,95,Fantasy
Mongol: The Rise of Genghis Khan,Sergei Bodrov,149.4,126,Action
The Life Before Her Eyes,Vadim Perelman,107.9,90,Drama
Nancy Drew,Andrew Fleming,166.0,99,Comedy
In the Land of Women,Jonathan Kasdan,83.0,97,Comedy
Rendition,Gavin Hood,228.25,122,Drama
License to Wed,Ken Kwapis,290.5,91,Comedy
88 Minutes,Jon Avnet,249.0,108,Crime
Stomp the Yard,Sylvain White,107.9,115,Drama
Hounddog,Deborah Kampmeier,31.12,102,Drama
Postal,Uwe Boll,124.5,100,Action
The Hunting Party,Richard Shepard,207.5,101,Adventure
Things We Lost in the Fire,Susanne Bier,132.8,118,Drama
The Dark Knight,Christopher Nolan,1535.5,152,Action
Twilight,Catherine Hardwicke,307.1,122,Drama
Iron Man,Jon Favreau,1162.0,126,Action
The Incredible Hulk,Louis Leterrier,1245.0,112,Action
Kung Fu Panda,Mark Osborne,1079.0,92,Animation
Tropic Thunder,Ben Stiller,763.6,107,Action
Step Brothers,Adam McKay,539.5,98,Comedy
Quantum of Solace,Marc Forster,1660.0,106,Action
Mamma Mia!,Phyllida Lloyd,431.6,108,Comedy
The Strangers,Bryan Bertino,74.7,86,Horror
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,1535.5,122,Action
Taken,Pierre Morel,207.5,90,Action
The Curious Case of Benjamin Button,David Fincher,1245.0,166,Drama
Wanted,Timur Bekmambetov,622.5,110,Action
Burn After Reading,Ethan Coen,307.1,96,Comedy
Revolutionary Road,Sam Mendes,290.5,119,Drama
Zack and Miri Make a Porno,Kevin Smith,199.2,101,Comedy
WALLÂ·E,Andrew Stanton,1494.0,98,Animation
Forgetting Sarah Marshall,Nicholas Stoller,249.0,111,Comedy
Seven Pounds,Gabriele Muccino,456.5,123,Drama
Vicky Cristina Barcelona,Woody Allen,128.65,96,Comedy
In Bruges,Martin McDonagh,124.5,107,Comedy
Sex and the City,Michael Patrick King,539.5,145,Comedy
Slumdog Millionaire,Danny Boyle,124.5,120,Drama
The House Bunny,Fred Wolf,207.5,97,Comedy
RocknRolla,Guy Ritchie,149.4,114,Action
Gran Torino,Clint Eastwood,273.9,116,Drama
The Reader,Stephen Daldry,265.6,124,Drama
The Hurt Locker,Kathryn Bigelow,124.5,131,Drama
Rambo,Sylvester Stallone,415.0,92,Action
The Happening,M. Night Shyamalan,398.4,91,Drama
The Wrestler,Darren Aronofsky,49.8,109,Drama
Cloverfield,Matt Reeves,207.5,85,Action
Changeling,Clint Eastwood,456.5,141,Biography
Eagle Eye,D.J. Caruso,664.0,118,Action
The Ruins,Carter Smith,66.4,90,Adventure
The Other Boleyn Girl,Justin Chadwick,290.5,115,Biography
21,Robert Luketic,290.5,123,Crime
Never Back Down,Jeff Wadlow,166.0,113,Action
The Mummy: Tomb of the Dragon Emperor,Rob Cohen,1203.5,112,Action
Hancock,Peter Berg,1245.0,92,Action
Journey to the Center of the Earth,Eric Brevig,498.0,93,Action
Felon,Ric Roman Waugh,24.07,104,Thriller
Bolt,Byron Howard,1245.0,96,Animation
Sex Drive,Sean Anders,157.7,109,Comedy
Death Race,Paul W.S. Anderson,373.5,105,Action
The Chronicles of Narnia: Prince Caspian,Andrew Adamson,1867.5,150,Action
Pineapple Express,David Gordon Green,224.1,111,Action
The Boy in the Striped Pajamas,Mark Herman,103.75,94,Drama
Valkyrie,Bryan Singer,622.5,121,Drama
27 Dresses,Anne Fletcher,249.0,111,Comedy
Let the Right One In,Tomas Alfredson,33.2,114,Crime
Role Models,David Wain,232.4,99,Comedy
Defiance,Edward Zwick,265.6,137,Action
Wild Child,Nick Moore,166.0,98,Comedy
The Forbidden Kingdom,Rob Minkoff,456.5,104,Action
Bronson,Nicolas Winding Refn,1.91,92,Action
Australia,Baz Luhrmann,1079.0,165,Adventure
Yes Man,Peyton Reed,581.0,104,Comedy
Body of Lies,Ridley Scott,581.0,128,Action
Disaster Movie,Jason Friedberg,166.0,87,Comedy
Superhero Movie,Craig Mazin,290.5,75,Action
Ponyo,Hayao Miyazaki,282.2,101,Animation
Jumper,Doug Liman,705.5,88,Action
Speed Racer,Lana Wachowski,996.0,135,Action
The Bank Job,Roger Donaldson,166.0,111,Crime
Street Kings,David Ayer,166.0,109,Action
Get Smart,Peter Segal,664.0,110,Action
Punisher: War Zone,Lexi Alexander,290.5,103,Action
You Don't Mess with the Zohan,Dennis Dugan,747.0,113,Comedy
Hellboy II: the Golden Army,Guillermo del Toro,705.5,120,Action
"Synecdoche, New York",Charlie Kaufman,166.0,124,Drama
Marley & Me,David Frankel,498.0,115,Comedy
Fool's Gold,Andy Tennant,581.0,112,Action
The Secret Life of Bees,Gina Prince-Bythewood,91.3,114,Drama
Nick and Norah's Infinite Playlist,Peter Sollett,83.0,90,Comedy
The Spiderwick Chronicles,Mark Waters,747.0,96,Action
Doomsday,Neil Marshall,249.0,105,Action
Max Payne,John Moore,290.5,100,Action
The Day the Earth Stood Still,Scott Derrickson,664.0,104,Drama
Milk,Gus Van Sant,166.0,128,Biography
Madagascar: Escape 2 Africa,Eric Darnell,1245.0,89,Animation
The Spirit,Frank Miller,498.0,103,Action
Ghost Town,David Koepp,166.0,102,Comedy
Bottle Shock,Randall Miller,41.5,110,Comedy
The Rocker,Peter Cattaneo,124.5,102,Comedy
Step Up 2: the Streets,Jon M. Chu,145.25,98,Drama
Semi-Pro,Kent Alterman,456.5,91,Comedy
Repo! The Genetic Opera,Darren Lynn Bousman,70.55,98,Horror
Outlander,Howard McCain,415.0,115,Action
Saw V,David Hackl,89.64,92,Crime
Horton Hears a Who!,Jimmy Hayward,705.5,86,Animation
The Women,Diane English,132.8,114,Comedy
Choke,Clark Gregg,24.9,92,Comedy
Doubt,John Patrick Shanley,166.0,104,Drama
Bedtime Stories,Adam Shankman,664.0,99,Adventure
"10,000 BC",Roland Emmerich,871.5,109,Action
The Midnight Meat Train,RyÃ»hei Kitamura,124.5,100,Horror
Drillbit Taylor,Steven Brill,332.0,110,Action
Made of Honor,Paul Weiland,332.0,101,Comedy
What Happens in Vegas,Tom Vaughan,290.5,99,Comedy
The Brothers Bloom,Rian Johnson,166.0,114,Action
Inkheart,Iain Softley,498.0,106,Adventure
Appaloosa,Ed Harris,166.0,115,Action
Vantage Point,Pete Travis,332.0,90,Action
