Director,Duration (mins),Budget (INR Crores),Genre
Shoojit Sircar,127,431.25,Action
Karan Johar,144,52.2,Sci-Fi
Imtiaz Ali,159,266.83,Crime
Ayan Mukerji,97,407.99,Romance
Anurag Kashyap,152,452.61,Sci-Fi
Sanjay Leela Bhansali,147,142.21,Action
Mani Ratnam,110,396.59,Romance
Shoojit Sircar,159,104.04,Biography
Imtiaz Ali,165,225.73,Historical
Lokesh Kanagaraj,131,464.37,Sci-Fi
Sriram Raghavan,115,71.94,Drama
Lokesh Kanagaraj,101,259.58,Historical
Shoojit Sircar,123,114.25,Horror
Zoya Akhtar,103,309.48,Thriller
Ayan Mukerji,130,66.27,Sci-Fi
Rohit Shetty,157,74.84,Crime
Sriram Raghavan,178,226.73,Musical
Anurag Kashyap,109,400.41,Sci-Fi
Ayan Mukerji,132,89.84,Fantasy
S.S. Rajamouli,102,187.25,Sci-Fi
Rohit Shetty,114,97.76,Drama
Sanjay Leela Bhansali,98,46.04,Romance
Sriram Raghavan,172,115.06,Comedy
Imtiaz Ali,120,137.3,Horror
Rohit Shetty,137,63.84,Fantasy
S.S. Rajamouli,172,134.34,Historical
Ayan Mukerji,176,291.55,Adventure
Rajkumar Hirani,137,328.42,Animation
Rajkumar Hirani,122,476.89,Horror
Zoya Akhtar,90,97.33,Adventure
Karan Johar,127,219.35,Crime
Zoya Akhtar,96,22.78,Adventure
Lokesh Kanagaraj,133,434.24,Sci-Fi
Atlee,171,165.07,Drama
Sandeep Reddy Vanga,126,405.34,Animation
Rajkumar Hirani,120,399.12,Crime
Vishal Bhardwaj,164,61.28,Historical
Mani Ratnam,103,465.89,Historical
Sanjay Leela Bhansali,134,299.05,Romance
Sandeep Reddy Vanga,94,323.29,Action
Anurag Basu,179,490.49,Romance
Shoojit Sircar,132,465.42,Sci-Fi
Anurag Kashyap,138,461.07,Biography
Lokesh Kanagaraj,129,429.29,Animation
Sriram Raghavan,141,146.32,Musical
Ayan Mukerji,124,358.64,Adventure
Sriram Raghavan,99,23.63,Romance
Sriram Raghavan,134,129.38,Biography
Prashanth Neel,171,435.76,Crime
Sanjay Leela Bhansali,147,386.86,Horror
Kabir Khan,141,329.3,Musical
Kabir Khan,103,399.24,Romance
S.S. Rajamouli,109,339.88,Drama
Atlee,146,245.84,Drama
Sandeep Reddy Vanga,139,146.07,Animation
Rajkumar Hirani,113,473.93,Musical
Imtiaz Ali,135,389.13,Comedy
Kabir Khan,155,206.42,Comedy
Ayan Mukerji,142,286.42,Musical
Sanjay Leela Bhansali,105,116.17,Romance
Kabir Khan,129,325.13,Comedy
S.S. Rajamouli,97,429.27,Sci-Fi
Lokesh Kanagaraj,180,255.05,Sci-Fi
Imtiaz Ali,162,200.96,Crime
Zoya Akhtar,142,175.46,Animation
Anurag Basu,149,249.3,Biography
S.S. Rajamouli,111,446.96,Crime
Imtiaz Ali,104,185.93,Romantic Comedy
Rajkumar Hirani,99,297.28,Fantasy
Sriram Raghavan,94,55.21,Romantic Comedy
Mani Ratnam,153,77.57,Horror
Rohit Shetty,112,152.87,Fantasy
S.S. Rajamouli,176,44.6,Romance
Mani Ratnam,152,310.87,Fantasy
Lokesh Kanagaraj,169,119.65,Animation
Ayan Mukerji,111,169.65,Animation
Imtiaz Ali,154,270.39,Thriller
Sanjay Leela Bhansali,108,224.05,Musical
Rajkumar Hirani,161,140.74,Drama
Lokesh Kanagaraj,162,302.02,Romance
Anurag Basu,176,185.81,Animation
Shoojit Sircar,128,256.94,Biography
Atlee,150,295.61,Action
Zoya Akhtar,172,102.03,Romance
Zoya Akhtar,124,129.09,Musical
Vishal Bhardwaj,176,491.94,Romance
Kabir Khan,161,493.53,Romantic Comedy
Sanjay Leela Bhansali,139,274.43,Adventure
Imtiaz Ali,107,157.54,Biography
Vishal Bhardwaj,140,243.16,Sci-Fi
Sandeep Reddy Vanga,159,70.51,Historical
Lokesh Kanagaraj,94,477.45,Romance
Karan Johar,131,350.83,Musical
Imtiaz Ali,164,130.66,Sci-Fi
Anurag Kashyap,92,322.94,Historical
Imtiaz Ali,161,91.89,Musical
Kabir Khan,166,133.84,Adventure
Rajkumar Hirani,167,408.32,Romantic Comedy
Mani Ratnam,140,327.79,Romantic Comedy
Vishal Bhardwaj,125,287.15,Sci-Fi
Anurag Basu,140,82.16,Thriller
Mani Ratnam,154,344.84,Fantasy
Mani Ratnam,172,193.84,Drama
Anurag Basu,180,315.44,Animation
Kabir Khan,139,155.93,Crime
Prashanth Neel,159,315.75,Crime
Atlee,110,80.81,Musical
Rajkumar Hirani,94,170.45,Romance
S.S. Rajamouli,114,45.23,Historical
Imtiaz Ali,150,133.1,Adventure
Mani Ratnam,133,415.67,Comedy
Kabir Khan,161,87.32,Romance
Rohit Shetty,100,459.78,Sci-Fi
Kabir Khan,102,59.93,Musical
Karan Johar,167,393.99,Musical
Anurag Basu,174,394.37,Animation
Anurag Basu,125,383.92,Sci-Fi
Kabir Khan,152,339.64,Adventure
Anurag Kashyap,124,377.77,Musical
S.S. Rajamouli,133,325.95,Biography
Rajkumar Hirani,153,86.17,Horror
Shoojit Sircar,141,430.14,Comedy
Prashanth Neel,168,209.31,Romantic Comedy
Imtiaz Ali,157,61.34,Animation
Karan Johar,129,274.76,Crime
S.S. Rajamouli,128,33.59,Historical
Imtiaz Ali,136,86.19,Biography
Sriram Raghavan,146,41.35,Crime
S.S. Rajamouli,165,49.37,Historical
Anurag Basu,160,448.14,Action
Atlee,123,361.0,Historical
Anurag Kashyap,138,492.85,Comedy
S.S. Rajamouli,139,104.96,Action
Rajkumar Hirani,116,79.04,Sci-Fi
Kabir Khan,104,91.03,Animation
Prashanth Neel,156,472.23,Romantic Comedy
Anurag Kashyap,125,20.7,Biography
Vishal Bhardwaj,133,352.47,Biography
Zoya Akhtar,134,225.19,Horror
Lokesh Kanagaraj,132,332.88,Romance
Rajkumar Hirani,161,175.81,Musical
Anurag Basu,144,117.18,Romance
Kabir Khan,130,295.48,Action
Karan Johar,164,40.51,Fantasy
Mani Ratnam,141,170.55,Romantic Comedy
Sanjay Leela Bhansali,112,391.25,Drama
Imtiaz Ali,158,186.22,Drama
Mani Ratnam,157,309.04,Horror
Zoya Akhtar,141,487.71,Biography
Kabir Khan,113,375.64,Thriller
Rajkumar Hirani,139,379.57,Animation
Rajkumar Hirani,134,323.53,Sci-Fi
Sanjay Leela Bhansali,126,76.96,Romantic Comedy
Sandeep Reddy Vanga,137,22.19,Musical
S.S. Rajamouli,150,238.1,Historical
Anurag Kashyap,155,452.98,Sci-Fi
Vishal Bhardwaj,178,182.47,Fantasy
Vishal Bhardwaj,176,335.65,Adventure
Rohit Shetty,170,158.99,Adventure
Sanjay Leela Bhansali,135,106.82,Drama
Lokesh Kanagaraj,172,122.99,Drama
Sriram Raghavan,132,488.13,Romance
Kabir Khan,99,351.76,Adventure
Sriram Raghavan,170,489.24,Historical
Rajkumar Hirani,178,215.33,Animation
Imtiaz Ali,102,42.92,Action
Ayan Mukerji,115,207.78,Crime
Anurag Basu,96,131.79,Sci-Fi
Sanjay Leela Bhansali,173,155.55,Fantasy
Lokesh Kanagaraj,143,411.81,Musical
Rohit Shetty,166,342.59,Adventure
Atlee,138,158.41,Adventure
Sriram Raghavan,95,77.34,Romantic Comedy
Kabir Khan,179,397.56,Biography
Kabir Khan,90,23.37,Action
Anurag Basu,124,164.39,Adventure
Rajkumar Hirani,163,460.11,Biography
Anurag Basu,118,486.85,Musical
Kabir Khan,128,436.07,Adventure
Imtiaz Ali,99,378.65,Thriller
Sandeep Reddy Vanga,159,164.28,Biography
Lokesh Kanagaraj,172,449.19,Romance
Kabir Khan,129,495.61,Sci-Fi
Kabir Khan,117,430.7,Sci-Fi
Kabir Khan,94,167.05,Thriller
Ayan Mukerji,134,166.73,Drama
Vishal Bhardwaj,158,165.36,Fantasy
S.S. Rajamouli,146,408.06,Musical
Prashanth Neel,143,95.38,Musical
Rajkumar Hirani,131,496.89,Romantic Comedy
Anurag Kashyap,98,182.5,Comedy
Prashanth Neel,125,303.44,Musical
Sandeep Reddy Vanga,159,447.42,Action
Rajkumar Hirani,141,259.02,Biography
Zoya Akhtar,175,471.3,Romantic Comedy
Ayan Mukerji,180,409.56,Musical
Karan Johar,148,408.5,Fantasy
Anurag Kashyap,170,467.09,Musical
Sanjay Leela Bhansali,100,451.07,Animation
Rajkumar Hirani,167,433.52,Thriller
Anurag Basu,121,266.84,Fantasy
Anurag Basu,102,216.39,Drama
Karan Johar,103,120.34,Horror
Anurag Basu,126,167.41,Sci-Fi
Lokesh Kanagaraj,150,127.2,Adventure
Sriram Raghavan,177,361.9,Animation
Anurag Kashyap,123,164.97,Musical
Kabir Khan,155,291.53,Romance
Sanjay Leela Bhansali,127,238.8,Thriller
S.S. Rajamouli,130,269.76,Animation
Ayan Mukerji,122,391.62,Animation
Sandeep Reddy Vanga,158,338.57,Fantasy
Imtiaz Ali,130,403.06,Biography
Atlee,153,357.52,Fantasy
Ayan Mukerji,105,312.41,Romantic Comedy
Shoojit Sircar,112,118.7,Action
Sandeep Reddy Vanga,166,80.4,Animation
Sandeep Reddy Vanga,141,391.9,Biography
Kabir Khan,130,124.49,Romance
Rajkumar Hirani,121,459.08,Thriller
Karan Johar,130,240.14,Sci-Fi
Anurag Kashyap,102,364.03,Drama
Lokesh Kanagaraj,173,381.24,Adventure
Shoojit Sircar,129,407.92,Sci-Fi
S.S. Rajamouli,134,495.48,Adventure
Zoya Akhtar,140,246.33,Thriller
Imtiaz Ali,117,128.24,Thriller
Sandeep Reddy Vanga,106,415.31,Crime
Kabir Khan,165,452.69,Biography
Prashanth Neel,106,396.9,Romance
Sandeep Reddy Vanga,100,229.93,Romance
Rajkumar Hirani,101,260.04,Thriller
Lokesh Kanagaraj,101,106.34,Sci-Fi
Atlee,136,195.33,Drama
Rohit Shetty,161,155.34,Animation
Rohit Shetty,132,82.25,Comedy
Sriram Raghavan,94,163.78,Romantic Comedy
Lokesh Kanagaraj,166,193.15,Comedy
S.S. Rajamouli,96,192.45,Drama
Sriram Raghavan,146,345.78,Thriller
Sandeep Reddy Vanga,175,133.91,Fantasy
Imtiaz Ali,131,106.62,Drama
Zoya Akhtar,140,367.71,Adventure
Lokesh Kanagaraj,174,166.42,Action
Anurag Basu,133,426.7,Horror
Rajkumar Hirani,108,56.54,Crime
Ayan Mukerji,129,456.33,Musical
S.S. Rajamouli,144,328.46,Biography
Zoya Akhtar,174,242.92,Action
Kabir Khan,166,280.27,Musical
Kabir Khan,161,215.55,Action
Sanjay Leela Bhansali,103,101.25,Horror
Ayan Mukerji,152,247.24,Horror
Atlee,133,392.07,Animation
Rohit Shetty,165,95.86,Sci-Fi
Kabir Khan,127,361.05,Animation
S.S. Rajamouli,122,475.7,Drama
S.S. Rajamouli,134,94.3,Animation
Atlee,178,132.29,Animation
Anurag Kashyap,161,117.93,Animation
Sanjay Leela Bhansali,176,68.45,Biography
Vishal Bhardwaj,152,397.93,Biography
S.S. Rajamouli,110,156.4,Romance
Sriram Raghavan,93,413.93,Drama
Ayan Mukerji,108,317.41,Crime
Shoojit Sircar,133,441.59,Adventure
S.S. Rajamouli,166,123.35,Thriller
Rajkumar Hirani,91,223.52,Musical
Kabir Khan,95,416.85,Biography
Kabir Khan,114,261.49,Animation
Sandeep Reddy Vanga,109,384.48,Horror
Sriram Raghavan,142,56.28,Fantasy
Mani Ratnam,172,354.64,Romance
Rohit Shetty,108,222.53,Drama
S.S. Rajamouli,138,90.92,Thriller
Anurag Kashyap,134,286.18,Horror
Vishal Bhardwaj,105,184.15,Action
Rajkumar Hirani,175,30.78,Thriller
Zoya Akhtar,156,265.56,Fantasy
Vishal Bhardwaj,175,361.73,Crime
Rohit Shetty,151,249.68,Romantic Comedy
Sandeep Reddy Vanga,114,147.61,Horror
S.S. Rajamouli,101,233.12,Action
Sanjay Leela Bhansali,177,101.47,Drama
Rohit Shetty,146,306.19,Musical
Imtiaz Ali,109,394.09,Crime
Rajkumar Hirani,101,124.63,Romance
Karan Johar,170,396.59,Crime
Atlee,112,143.16,Horror
S.S. Rajamouli,101,196.04,Sci-Fi
Mani Ratnam,154,200.59,Comedy
Rohit Shetty,91,425.45,Musical
Imtiaz Ali,110,269.35,Fantasy
Kabir Khan,98,111.07,Action
S.S. Rajamouli,105,264.17,Romantic Comedy
Vishal Bhardwaj,95,356.12,Horror
Ayan Mukerji,132,481.18,Comedy
S.S. Rajamouli,169,263.48,Adventure
Ayan Mukerji,121,199.37,Action
Anurag Kashyap,142,358.28,Animation
Ayan Mukerji,118,362.17,Action
Anurag Kashyap,112,446.54,Crime
S.S. Rajamouli,118,327.72,Biography
S.S. Rajamouli,114,308.63,Thriller
Shoojit Sircar,133,471.23,Crime
Prashanth Neel,166,443.53,Thriller
Shoojit Sircar,140,141.47,Thriller
Atlee,164,241.83,Biography
Shoojit Sircar,104,276.34,Sci-Fi
Sandeep Reddy Vanga,126,113.27,Adventure
Karan Johar,91,473.43,Comedy
Zoya Akhtar,117,224.93,Action
S.S. Rajamouli,123,132.69,Romance
Anurag Kashyap,126,126.64,Fantasy
Lokesh Kanagaraj,94,314.13,Thriller
Imtiaz Ali,125,448.84,Comedy
S.S. Rajamouli,128,424.38,Historical
Lokesh Kanagaraj,128,175.79,Thriller
Zoya Akhtar,144,116.51,Animation
Prashanth Neel,157,474.35,Action
Lokesh Kanagaraj,133,204.67,Romance
Prashanth Neel,119,176.65,Biography
Sriram Raghavan,90,476.74,Biography
Anurag Basu,93,367.45,Historical
Imtiaz Ali,114,40.64,Action
Ayan Mukerji,103,479.35,Historical
Mani Ratnam,157,25.29,Thriller
Vishal Bhardwaj,141,366.0,Crime
Imtiaz Ali,139,360.37,Crime
Sandeep Reddy Vanga,115,48.59,Comedy
Ayan Mukerji,159,235.09,Romance
Rajkumar Hirani,102,440.88,Horror
S.S. Rajamouli,116,250.95,Romance
Anurag Basu,132,311.07,Fantasy
Anurag Kashyap,162,262.14,Fantasy
Atlee,180,104.71,Adventure
Kabir Khan,167,287.87,Historical
Kabir Khan,148,258.47,Comedy
Ayan Mukerji,150,231.6,Sci-Fi
Ayan Mukerji,170,164.77,Musical
Imtiaz Ali,178,477.78,Fantasy
Atlee,154,218.92,Romantic Comedy
Atlee,109,288.29,Biography
Karan Johar,123,451.37,Sci-Fi
Anurag Kashyap,101,398.9,Crime
Vishal Bhardwaj,96,118.14,Romantic Comedy
Lokesh Kanagaraj,121,449.25,Historical
Sandeep Reddy Vanga,141,288.45,Crime
Ayan Mukerji,155,75.11,Comedy
S.S. Rajamouli,156,379.22,Crime
Anurag Basu,173,263.35,Comedy
Imtiaz Ali,117,270.95,Action
Rohit Shetty,108,43.45,Musical
Imtiaz Ali,176,188.27,Sci-Fi
Prashanth Neel,150,133.95,Fantasy
Lokesh Kanagaraj,130,445.27,Action
Rajkumar Hirani,140,222.44,Animation
S.S. Rajamouli,146,91.46,Comedy
Imtiaz Ali,117,414.64,Sci-Fi
Rajkumar Hirani,131,436.58,Sci-Fi
S.S. Rajamouli,143,286.06,Thriller
Prashanth Neel,117,470.66,Fantasy
S.S. Rajamouli,166,396.86,Historical
Vishal Bhardwaj,169,296.26,Drama
Sanjay Leela Bhansali,98,285.38,Horror
Sandeep Reddy Vanga,155,372.18,Animation
Atlee,145,394.87,Fantasy
Zoya Akhtar,171,464.39,Musical
Anurag Basu,125,41.48,Romantic Comedy
Anurag Kashyap,168,225.19,Drama
Anurag Basu,116,324.58,Comedy
Ayan Mukerji,108,105.8,Musical
Lokesh Kanagaraj,96,220.62,Biography
S.S. Rajamouli,138,304.89,Thriller
Zoya Akhtar,147,488.68,Drama
Anurag Kashyap,151,339.87,Horror
Shoojit Sircar,165,179.22,Biography
Ayan Mukerji,149,286.58,Romantic Comedy
Mani Ratnam,128,270.9,Musical
S.S. Rajamouli,166,91.87,Drama
Anurag Kashyap,169,394.53,Drama
Lokesh Kanagaraj,95,29.64,Sci-Fi
Sriram Raghavan,170,381.86,Biography
Prashanth Neel,164,152.57,Drama
Ayan Mukerji,90,271.98,Animation
Anurag Basu,100,227.96,Animation
S.S. Rajamouli,127,447.81,Action
Anurag Basu,107,40.69,Comedy
Sriram Raghavan,109,218.53,Animation
Rajkumar Hirani,136,313.42,Romance
Shoojit Sircar,134,453.22,Action
Rohit Shetty,180,221.78,Sci-Fi
Zoya Akhtar,111,466.06,Biography
Rajkumar Hirani,115,363.52,Drama
Imtiaz Ali,178,464.3,Action
Atlee,90,384.62,Historical
Atlee,167,488.99,Animation
Sanjay Leela Bhansali,175,388.05,Adventure
Anurag Basu,178,138.46,Thriller
Rajkumar Hirani,142,125.47,Fantasy
Sriram Raghavan,105,414.77,Crime
Kabir Khan,104,217.0,Thriller
Anurag Kashyap,132,295.6,Sci-Fi
Karan Johar,134,376.37,Adventure
Sriram Raghavan,176,465.6,Biography
S.S. Rajamouli,120,76.61,Romantic Comedy
Sanjay Leela Bhansali,172,357.65,Thriller
S.S. Rajamouli,133,270.19,Adventure
Atlee,174,355.27,Adventure
Karan Johar,144,224.14,Comedy
Anurag Kashyap,101,279.81,Musical
Sriram Raghavan,93,443.78,Thriller
Anurag Basu,173,164.89,Romantic Comedy
Shoojit Sircar,151,129.73,Crime
Shoojit Sircar,124,418.2,Biography
Mani Ratnam,105,377.69,Adventure
S.S. Rajamouli,167,209.65,Crime
Atlee,125,385.06,Romantic Comedy
Sanjay Leela Bhansali,132,294.7,Historical
Anurag Basu,90,122.28,Historical
Sriram Raghavan,148,163.31,Horror
Rajkumar Hirani,120,411.68,Adventure
Ayan Mukerji,136,131.01,Drama
Prashanth Neel,115,429.37,Thriller
Rajkumar Hirani,159,366.69,Crime
Prashanth Neel,178,498.21,Action
Vishal Bhardwaj,166,235.21,Thriller
S.S. Rajamouli,93,340.29,Drama
Prashanth Neel,146,439.83,Adventure
S.S. Rajamouli,110,461.6,Crime
Kabir Khan,126,31.99,Comedy
Anurag Kashyap,136,185.5,Drama
Mani Ratnam,142,248.2,Historical
Prashanth Neel,160,260.18,Horror
Lokesh Kanagaraj,94,268.87,Drama
Prashanth Neel,105,479.69,Romance
Sriram Raghavan,175,397.63,Drama
Imtiaz Ali,115,264.98,Historical
Atlee,147,337.98,Sci-Fi
Sandeep Reddy Vanga,132,76.43,Sci-Fi
Lokesh Kanagaraj,129,371.05,Drama
Kabir Khan,142,493.74,Musical
Anurag Kashyap,129,210.07,Biography
S.S. Rajamouli,111,316.25,Romance
Sanjay Leela Bhansali,101,348.14,Drama
S.S. Rajamouli,95,357.7,Romance
Prashanth Neel,124,388.49,Thriller
Kabir Khan,175,156.9,Adventure
Ayan Mukerji,95,310.72,Action
S.S. Rajamouli,162,260.96,Romantic Comedy
Rajkumar Hirani,178,259.87,Thriller
Zoya Akhtar,173,418.61,Fantasy
Anurag Basu,144,86.61,Comedy
S.S. Rajamouli,132,33.81,Musical
Karan Johar,108,461.74,Historical
Rajkumar Hirani,146,482.19,Historical
Vishal Bhardwaj,125,347.99,Sci-Fi
Rajkumar Hirani,143,332.69,Fantasy
S.S. Rajamouli,148,136.15,Action
Karan Johar,132,317.03,Sci-Fi
Anurag Kashyap,167,436.45,Animation
Anurag Basu,126,283.4,Musical
Ayan Mukerji,159,318.42,Horror
Lokesh Kanagaraj,146,279.48,Musical
Shoojit Sircar,101,309.49,Romantic Comedy
Mani Ratnam,150,145.91,Sci-Fi
Anurag Basu,180,407.38,Adventure
Rohit Shetty,140,326.4,Romantic Comedy
Lokesh Kanagaraj,99,240.97,Drama
Sriram Raghavan,132,34.37,Historical
Prashanth Neel,111,411.79,Romantic Comedy
Sriram Raghavan,143,97.65,Historical
Vishal Bhardwaj,112,198.91,Crime
Mani Ratnam,104,139.19,Romantic Comedy
Zoya Akhtar,177,184.85,Romance
Zoya Akhtar,118,307.29,Adventure
Sriram Raghavan,151,344.33,Horror
Anurag Kashyap,170,476.62,Crime
Imtiaz Ali,134,81.73,Historical
Rohit Shetty,177,409.72,Crime
Sriram Raghavan,142,27.96,Animation
Sanjay Leela Bhansali,153,209.41,Crime
Sriram Raghavan,134,345.95,Horror
Kabir Khan,125,216.99,Adventure
Kabir Khan,146,203.77,Musical
Sanjay Leela Bhansali,108,89.03,Crime
Rohit Shetty,163,151.13,Fantasy
Sanjay Leela Bhansali,102,461.32,Sci-Fi
Zoya Akhtar,152,125.36,Thriller
S.S. Rajamouli,167,178.95,Horror
Shoojit Sircar,146,345.87,Action
S.S. Rajamouli,101,429.94,Thriller
Prashanth Neel,162,340.84,Thriller
Mani Ratnam,150,292.49,Drama
Lokesh Kanagaraj,143,439.63,Adventure
S.S. Rajamouli,114,273.43,Action
Lokesh Kanagaraj,95,102.72,Animation
Anurag Basu,135,141.73,Drama
Karan Johar,153,84.03,Animation
Prashanth Neel,175,343.0,Drama
Mani Ratnam,167,491.39,Drama
Atlee,120,384.35,Musical
Kabir Khan,118,113.97,Crime
Prashanth Neel,148,169.73,Musical
Karan Johar,135,290.46,Thriller
Vishal Bhardwaj,157,455.71,Historical
Anurag Basu,149,23.19,Drama
Ayan Mukerji,95,144.55,Thriller
Lokesh Kanagaraj,124,492.94,Thriller
Kabir Khan,121,24.97,Musical
Sriram Raghavan,110,475.97,Adventure
Zoya Akhtar,116,69.95,Comedy
Kabir Khan,145,300.92,Comedy
S.S. Rajamouli,97,260.02,Sci-Fi
Mani Ratnam,137,211.75,Animation
Sandeep Reddy Vanga,106,46.04,Romance
Lokesh Kanagaraj,162,150.86,Animation
Sriram Raghavan,142,60.31,Drama
Sanjay Leela Bhansali,149,151.4,Biography
Mani Ratnam,125,239.23,Romantic Comedy
Shoojit Sircar,152,172.14,Musical
Karan Johar,104,113.08,Horror
Rohit Shetty,102,256.87,Biography
Shoojit Sircar,136,460.33,Fantasy
Sandeep Reddy Vanga,147,108.54,Romance
Vishal Bhardwaj,166,177.73,Biography
Zoya Akhtar,147,390.4,Comedy
Sandeep Reddy Vanga,140,133.18,Romantic Comedy
Kabir Khan,171,384.91,Horror
Zoya Akhtar,110,491.74,Sci-Fi
Anurag Kashyap,135,380.19,Thriller
S.S. Rajamouli,102,44.62,Comedy
S.S. Rajamouli,99,288.4,Action
Anurag Kashyap,122,149.59,Romantic Comedy
Vishal Bhardwaj,129,294.41,Crime
S.S. Rajamouli,115,416.09,Comedy
Anurag Kashyap,92,222.46,Biography
Anurag Basu,161,388.65,Action
Mani Ratnam,105,338.24,Fantasy
Shoojit Sircar,110,386.07,Romantic Comedy
Imtiaz Ali,164,461.75,Sci-Fi
Zoya Akhtar,177,178.64,Sci-Fi
Lokesh Kanagaraj,127,161.21,Crime
Sriram Raghavan,131,386.84,Comedy
Vishal Bhardwaj,91,43.14,Romantic Comedy
Rajkumar Hirani,130,109.3,Drama
S.S. Rajamouli,100,450.39,Animation
Mani Ratnam,168,492.16,Romantic Comedy
Karan Johar,108,83.55,Animation
Anurag Basu,125,420.97,Crime
Rajkumar Hirani,95,415.49,Crime
Rohit Shetty,137,272.07,Horror
Rohit Shetty,128,381.94,Crime
Imtiaz Ali,152,374.64,Horror
Mani Ratnam,122,237.67,Sci-Fi
Zoya Akhtar,135,485.74,Historical
Sandeep Reddy Vanga,90,322.28,Thriller
Mani Ratnam,151,177.0,Musical
Zoya Akhtar,109,195.37,Thriller
S.S. Rajamouli,102,107.64,Fantasy
Rajkumar Hirani,159,311.62,Horror
Zoya Akhtar,108,273.08,Thriller
Rohit Shetty,133,201.65,Adventure
Anurag Kashyap,180,311.31,Comedy
S.S. Rajamouli,125,246.35,Romantic Comedy
Prashanth Neel,147,205.4,Comedy
S.S. Rajamouli,110,449.91,Crime
Vishal Bhardwaj,91,332.34,Adventure
Imtiaz Ali,115,247.72,Adventure
Anurag Kashyap,109,252.55,Horror
Prashanth Neel,93,347.43,Musical
Kabir Khan,139,316.93,Adventure
Anurag Basu,178,299.97,Historical
Anurag Kashyap,141,144.33,Romance
Sandeep Reddy Vanga,140,398.33,Comedy
S.S. Rajamouli,143,446.83,Adventure
Zoya Akhtar,164,402.99,Musical
Prashanth Neel,111,154.04,Sci-Fi
Imtiaz Ali,164,38.51,Historical
Ayan Mukerji,120,284.86,Romantic Comedy
Ayan Mukerji,153,247.52,Historical
Sandeep Reddy Vanga,145,195.05,Biography
Rajkumar Hirani,125,484.74,Horror
Zoya Akhtar,152,381.54,Animation
Kabir Khan,118,237.26,Sci-Fi
Sandeep Reddy Vanga,106,416.66,Drama
S.S. Rajamouli,118,487.5,Sci-Fi
Zoya Akhtar,180,65.09,Thriller
Sriram Raghavan,137,87.96,Drama
Zoya Akhtar,151,284.24,Horror
S.S. Rajamouli,140,70.58,Adventure
S.S. Rajamouli,102,346.61,Comedy
Vishal Bhardwaj,90,425.38,Animation
S.S. Rajamouli,176,306.29,Romantic Comedy
Imtiaz Ali,112,43.67,Biography
Zoya Akhtar,180,488.52,Crime
S.S. Rajamouli,127,224.9,Sci-Fi
Imtiaz Ali,132,166.12,Romance
Vishal Bhardwaj,97,84.89,Fantasy
Ayan Mukerji,119,363.13,Historical
Rajkumar Hirani,97,454.24,Horror
Sriram Raghavan,166,292.36,Romance
Sandeep Reddy Vanga,124,101.03,Romantic Comedy
Anurag Kashyap,130,109.27,Biography
Sandeep Reddy Vanga,151,478.48,Crime
Vishal Bhardwaj,172,251.09,Crime
Karan Johar,133,270.21,Comedy
Prashanth Neel,156,293.92,Musical
Karan Johar,99,354.23,Horror
Rajkumar Hirani,169,129.22,Crime
Ayan Mukerji,93,36.27,Drama
Vishal Bhardwaj,101,286.79,Comedy
Anurag Kashyap,178,209.66,Horror
Sriram Raghavan,128,380.15,Romance
Sanjay Leela Bhansali,96,272.81,Thriller
Mani Ratnam,136,175.89,Musical
Sriram Raghavan,98,213.96,Thriller
Zoya Akhtar,126,458.59,Horror
S.S. Rajamouli,145,303.66,Romance
Anurag Basu,110,27.91,Horror
Sriram Raghavan,105,438.66,Romance
Sandeep Reddy Vanga,155,214.47,Adventure
Lokesh Kanagaraj,125,372.24,Crime
Vishal Bhardwaj,97,287.98,Comedy
Imtiaz Ali,146,134.96,Romantic Comedy
Lokesh Kanagaraj,119,187.35,Action
Rohit Shetty,132,464.17,Adventure
Shoojit Sircar,144,445.67,Romance
Shoojit Sircar,118,28.53,Adventure
Rohit Shetty,138,486.83,Crime
Imtiaz Ali,101,190.84,Crime
Lokesh Kanagaraj,180,464.77,Drama
S.S. Rajamouli,117,58.89,Thriller
Mani Ratnam,137,131.44,Thriller
Lokesh Kanagaraj,121,51.01,Musical
Vishal Bhardwaj,164,197.56,Horror
